langdist	conceptdist	word1	word2
1.0000	0.4739	ce:LEM	gld:GYREN
1.0000	0.4729	ddo:MALI	tr:TA
1.0000	0.4728	id:KYNYN	tt:TAY
1.0000	0.4721	ar:CAPAL	ket:KAHJ
1.0000	0.4717	id:KYNYN	pt:MUTENE
1.0000	0.4713	ady:KESHA	kk:TAY
1.0000	0.4704	id:KYNYN	zh:SA1N
1.0000	0.4703	ket:KAHJ	se:BARI
1.0000	0.4693	id:KYNYN	yrk:GUJ
1.0000	0.4691	dar:TYPYRA	xal:YLE
1.0000	0.4683	id:KYNYN	ket:KAHJ
1.0000	0.4668	ady:KESHA	es:DERU
1.0000	0.4667	ce:LEM	itl:NEJNE
1.0000	0.4659	ab:ASGA	ar:CAPAL
1.0000	0.4650	ab:ARIMCA	kk:TAY
1.0000	0.4647	id:KYNYN	kk:TAY
1.0000	0.4637	ady:KESHA	lt:KALNES
1.0000	0.4630	ady:KESHA	xal:YLE
1.0000	0.4624	ady:KESHA	ckt:NHEGNE
1.0000	0.4620	dar:TYPYRA	hy:SAR
1.0000	0.4617	cv:KYPIPEG	ket:KAHJ
1.0000	0.4616	ady:KESHA	yrk:GUJ
1.0000	0.4604	ady:KESHA	el:URUS
1.0000	0.4592	fr:MUTAN	ket:KAHJ
1.0000	0.4582	ket:KAHJ	uz:TOG
1.0000	0.4578	fi:WYURI	id:KYNYN
1.0000	0.4568	ket:KAHJ	sq:MAL
1.0000	0.4568	ady:KESHA	liv:MEK
1.0000	0.4567	eu:MENTI	mns:SIP
1.0000	0.4563	dar:TYPYRA	sel:MAKA
1.0000	0.4561	id:KYNYN	ru:KURA
1.0000	0.4551	dar:TYPYRA	se:BARI
1.0000	0.4549	kk:TAY	zh:SA1N
1.0000	0.4543	ket:KAHJ	ykg:ANA
1.0000	0.4542	is:BJATL	ket:KAHJ
1.0000	0.4542	ba:PIK_KYL	id:KYNYN
1.0000	0.4534	eu:MENTI	hu:HEC
1.0000	0.4531	hi:PAHAR	zh:SA1N
1.0000	0.4530	eu:MENTI	ykg:ANA
1.0000	0.4529	id:KYNYN	kv:KIR
1.0000	0.4529	ady:KESHA	sv:BJEL
1.0000	0.4525	ket:KAHJ	mhr:KYREK
1.0000	0.4522	ket:KAHJ	sms:KYUDES
1.0000	0.4520	ar:CAPAL	zh:SA1N
1.0000	0.4518	ddo:HUN	mns:NUR
1.0000	0.4508	pt:MUTENE	zh:SA1N
1.0000	0.4505	id:KYNYN	xal:YLE
1.0000	0.4492	id:KYNYN	ykg:ANA
1.0000	0.4472	ady:KESHA	ykg:ANA
1.0000	0.4468	ady:KESHA	tr:TA
1.0000	0.4460	dar:TYPYRA	kca:REP
1.0000	0.4457	eu:MENTI	kv:KIR
1.0000	0.4454	ady:KESHA	bua:GATA
1.0000	0.4447	ja:JAMA	zh:SA1N
1.0000	0.4447	ab:AIKYRKYANCA	hr:PRTU
1.0000	0.4446	ar:CAPAL	dar:TYPYRA
1.0000	0.4445	ddo:HUN	ru:KURA
1.0000	0.4443	dar:TYPYRA	sms:BARE
1.0000	0.4430	ady:KESHA	lv:KALNS
1.0000	0.4429	ab:AIKYRKYANCA	cv:TY
1.0000	0.4426	ka:MTA	zh:SA1N
1.0000	0.4424	bua:GATA	eu:MENTI
1.0000	0.4422	ket:KAHJ	udm:KYRES
1.0000	0.4422	ady:KESHA	pt:MUTE
1.0000	0.4417	ady:KESHA	os:GUG
1.0000	0.4414	ab:ARIMCA	tr:TA
1.0000	0.4408	ady:KESHA	cv:KYPIPEG
1.0000	0.4405	ddo:HUN	he:HAR
1.0000	0.4400	ab:AIKYRKYANCA	xal:YLE
1.0000	0.4394	ba:TAY_TIKLEM	ddo:MALI
1.0000	0.4393	tt:TAY	zh:SA1N
1.0000	0.4391	ru:KURA	zh:SA1N
1.0000	0.4388	ady:KESHA	cy:MENID
1.0000	0.4383	he:HAR	zh:SA1N
1.0000	0.4378	pl:KYRA	zh:SA1N
1.0000	0.4374	ab:ARIMCA	da:PJERW
1.0000	0.4373	dar:TYPYRA	id:KYNYN
1.0000	0.4364	ain:NYPYRI	id:KYNYN
1.0000	0.4356	dar:TYPYRA	he:HAR
1.0000	0.4349	ab:AIKYRKYANCA	hu:HEC
1.0000	0.4344	gld:GYREN	zh:SA1N
1.0000	0.4344	dar:TYPYRA	el:URUS
1.0000	0.4319	ady:KESHA	hi:PAHAR
1.0000	0.4318	is:BJATL	zh:SA1N
1.0000	0.4318	ddo:HUN	hr:PRTU
1.0000	0.4318	dar:TYPYRA	niv:PEL
1.0000	0.4317	bua:YLA	ddo:MALI
1.0000	0.4308	sel:MAKA	zh:SA1N
1.0000	0.4307	eu:MENTI	niv:CIR
1.0000	0.4307	ady:KESHA	sel:MAKA
1.0000	0.4305	hy:SAR	ket:KAHJ
1.0000	0.4302	ab:AIKYRKYANCA	sv:PERK
1.0000	0.4297	ket:KAHJ	no:BJEL
1.0000	0.4294	cv:TY	id:KYNYN
1.0000	0.4289	dar:TYPYRA	es:DERU
1.0000	0.4283	ady:KESHA	mhr:KYREK
1.0000	0.4281	el:BYNU	zh:SA1N
1.0000	0.4278	ady:KESHA	ba:TAY_TIKLEM
1.0000	0.4264	cv:TY	eu:MENTI
1.0000	0.4263	dar:TYPYRA	uz:TOG
1.0000	0.4261	ab:ARIMCA	kca:REP
1.0000	0.4251	cy:MENID	zh:SA1N
1.0000	0.4242	bua:GATA	zh:SA1N
1.0000	0.4237	ddo:HUN	sms:KYUDES
1.0000	0.4236	ddo:MALI	xal:YLE
1.0000	0.4235	id:KYNYN	vep:MEKI
1.0000	0.4227	ket:KAHJ	sv:BJEL
1.0000	0.4217	ddo:MALI	ka:MTA
1.0000	0.4210	ba:TAYDAR	zh:SA1N
1.0000	0.4209	ady:KESHA	sk:HURA
1.0000	0.4200	itl:NEJNE	ket:KAHJ
1.0000	0.4187	ar:CAPAL	ce:LEM
1.0000	0.4185	hi:PAHAR	ket:KAHJ
1.0000	0.4178	ady:KESHA	mns:SIP
1.0000	0.4174	ddo:HUN	hu:HEC
1.0000	0.4171	ket:KAHJ	os:GUG
1.0000	0.4167	dar:TYPYRA	mhr:KYREK
1.0000	0.4155	ka:MTA	ket:KAHJ
1.0000	0.4153	bua:YLA	ket:KAHJ
1.0000	0.4152	ba:TAY	eu:MENTI
1.0000	0.4151	eu:MENTI	kk:TAY
1.0000	0.4144	eu:MENTI	tr:TA
1.0000	0.4139	ab:ASGA	ckt:NHEGNE
1.0000	0.4134	bua:YLA	dar:TYPYRA
1.0000	0.4128	eu:MENTI	is:BETL
1.0000	0.4126	itl:NEJNE	zh:SA1N
1.0000	0.4123	he:HAR	ket:KAHJ
1.0000	0.4120	ddo:HUN	myv:PANTU
1.0000	0.4117	ce:LEM	en:MAYNTIN
1.0000	0.4107	ddo:MALI	lv:KALNS
1.0000	0.4107	ab:ARIMCA	ja:JAMA
1.0000	0.4102	ab:AIKYRKYANCA	de:PERK
1.0000	0.4098	tr:TA	zh:SA1N
1.0000	0.4094	id:KYNYN	mns:NUR
1.0000	0.4093	ab:AIKYRKYANCA	myv:PANTU
1.0000	0.4089	id:KYNYN	nio:TIKE
1.0000	0.4077	eu:MENTI	uz:TOG
1.0000	0.4076	id:KYNYN	krl:TYKY
1.0000	0.4075	id:KYNYN	mhr:KYREK
1.0000	0.4074	ddo:MALI	niv:PEL
1.0000	0.4074	ckt:NHEGNE	zh:SA1N
1.0000	0.4060	ddo:MALI	se:BARI
1.0000	0.4053	ddo:HUN	sjd:KANT
1.0000	0.4049	ady:KESHA	sjd:KANT
1.0000	0.4035	ket:KAHJ	tt:TAY
1.0000	0.4031	ce:LEM	lt:KALNES
1.0000	0.4029	ab:ASGA	uz:TOG
1.0000	0.4023	ab:AIKYRKYANCA	sms:KYUDES
1.0000	0.4021	eu:MENTI	sq:MAL
1.0000	0.4014	dar:TYPYRA	sjd:TERM
1.0000	0.4013	dar:TYPYRA	mdf:PANTA
1.0000	0.4004	ce:LEM	lv:KALNS
1.0000	0.4003	ady:KESHA	gld:GYREN
1.0000	0.3987	ady:KESHA	krl:TYKY
1.0000	0.3978	eu:MENTI	itl:NEJNE
1.0000	0.3973	en:MAYNTIN	zh:SA1N
1.0000	0.3967	ddo:MALI	hy:LER
1.0000	0.3965	ddo:HUN	mdf:PANTA
1.0000	0.3963	ket:KAHJ	sel:MAKA
1.0000	0.3963	ddo:HUN	kv:CUJ
1.0000	0.3961	ab:ARIMCA	hi:PAHAR
1.0000	0.3960	ain:NYPYRI	eu:MENTI
1.0000	0.3955	ddo:HUN	itl:NEJNE
1.0000	0.3952	eu:MENTI	tt:TAY
1.0000	0.3950	ckt:NHEGNE	eu:MENTI
1.0000	0.3945	ab:ARIMCA	ain:NYPYRI
1.0000	0.3938	ddo:MALI	sv:BJEL
1.0000	0.3924	id:KYNYN	lt:KALNES
1.0000	0.3919	es:MUNTANA	id:KYNYN
1.0000	0.3919	dar:TYPYRA	ka:MTA
1.0000	0.3919	ab:AIKYRKYANCA	niv:CIR
1.0000	0.3909	dar:TYPYRA	no:PERK
1.0000	0.3909	da:PJERW	dar:TYPYRA
1.0000	0.3907	es:MUNTANA	zh:SA1N
1.0000	0.3905	eu:MENTI	gld:GYREN
1.0000	0.3904	id:KYNYN	it:MUNTANA
1.0000	0.3902	ab:AIKYRKYANCA	nio:TIKE
1.0000	0.3900	eu:MENTI	mdf:PANTA
1.0000	0.3900	dar:TYPYRA	kk:TAY
1.0000	0.3899	ce:LEM	is:BJATL
1.0000	0.3898	ba:TAY	ket:KAHJ
1.0000	0.3892	dar:TYPYRA	kv:KERA
1.0000	0.3885	ddo:MALI	liv:MEK
1.0000	0.3875	ady:KESHA	hu:HEC
1.0000	0.3869	ket:KAHJ	kk:TAY
1.0000	0.3869	dar:TYPYRA	gld:GYREN
1.0000	0.3864	ddo:MALI	lt:KALNES
1.0000	0.3861	ddo:HUN	id:KYNYN
1.0000	0.3860	sk:HURA	zh:SA1N
1.0000	0.3859	id:KYNYN	udm:KYRES
1.0000	0.3858	ab:ARIMCA	sq:MAL
1.0000	0.3857	eu:MENTI	sel:MAKA
1.0000	0.3854	eu:MENTI	myv:PANTU
1.0000	0.3847	it:MUNTANA	zh:SA1N
1.0000	0.3838	dar:TYPYRA	de:PERK
1.0000	0.3832	ady:KESHA	no:US
1.0000	0.3820	dar:TYPYRA	udm:KYRES
1.0000	0.3815	ce:LEM	cy:MENID
1.0000	0.3791	ket:KAHJ	tr:TA
1.0000	0.3789	ab:ARIMCA	vep:MEKI
1.0000	0.3782	ce:LEM	sv:BJEL
1.0000	0.3776	ce:LEM	ka:MTA
1.0000	0.3768	ab:AIKYRKYANCA	fa:KYH
1.0000	0.3765	ab:AIKYRKYANCA	lv:KALNS
1.0000	0.3761	bua:YLA	ce:LEM
1.0000	0.3758	dar:TYPYRA	tt:TAY
1.0000	0.3744	ce:LEM	no:BJEL
1.0000	0.3742	ady:KESHA	he:HAR
1.0000	0.3740	mns:NUR	zh:SA1N
1.0000	0.3740	ce:LEM	sq:MAL
1.0000	0.3740	ab:ARIMCA	et:MEKI
1.0000	0.3740	ab:AIKYRKYANCA	el:BYNU
1.0000	0.3734	dar:TYPYRA	hr:PRTU
1.0000	0.3730	ar:CAPAL	ddo:MALI
1.0000	0.3725	ab:AIKYRKYANCA	ba:PIK_KYL
1.0000	0.3724	dar:TYPYRA	sv:PERK
1.0000	0.3722	cv:TY	dar:TYPYRA
1.0000	0.3722	ab:ARIMCA	it:MUNTANA
1.0000	0.3716	ket:KAHJ	krl:MEKI
1.0000	0.3710	ket:KAHJ	vep:MEKI
1.0000	0.3709	ab:ARIMCA	es:MUNTANA
1.0000	0.3704	id:KYNYN	pl:KYRA
1.0000	0.3700	myv:PANTU	zh:SA1N
1.0000	0.3699	dar:TYPYRA	tr:TA
1.0000	0.3694	ab:ASGA	yrk:GUJ
1.0000	0.3690	ddo:HUN	no:US
1.0000	0.3674	ce:LEM	es:MUNTE
1.0000	0.3674	ab:ARIMCA	liv:MEK
1.0000	0.3672	dar:TYPYRA	fi:WYURI
1.0000	0.3671	ket:KAHJ	lt:KALNES
1.0000	0.3671	ckt:NHEGNE	id:KYNYN
1.0000	0.3664	ab:ARIMCA	pt:MUTE
1.0000	0.3659	ce:LEM	niv:YLEB
1.0000	0.3648	ab:ARIMCA	cy:MENID
1.0000	0.3646	dar:TYPYRA	ru:KURA
1.0000	0.3642	ab:AIKYRKYANCA	mdf:PANTA
1.0000	0.3640	gld:GYREN	id:KYNYN
1.0000	0.3630	lv:KALNS	zh:SA1N
1.0000	0.3629	eu:MENTI	ja:JAMA
1.0000	0.3626	eu:MENTI	fr:MUTAN
1.0000	0.3615	fr:MUTAN	zh:SA1N
1.0000	0.3607	ddo:HUN	os:GUG
1.0000	0.3605	id:KYNYN	lv:KALNS
1.0000	0.3604	ab:ASGA	mns:SIP
1.0000	0.3593	ce:LEM	it:MUNTE
1.0000	0.3579	id:KYNYN	sjd:KANT
1.0000	0.3576	eu:MENTI	nio:TIKE
1.0000	0.3559	lt:KALNES	zh:SA1N
1.0000	0.3559	ket:KAHJ	yrk:GUJ
1.0000	0.3555	ket:KAHJ	liv:MEK
1.0000	0.3540	sjd:KANT	zh:SA1N
1.0000	0.3535	ket:KAHJ	lv:KALNS
1.0000	0.3524	ce:LEM	pt:MUTE
1.0000	0.3509	ket:KAHJ	sk:HURA
1.0000	0.3502	ab:ARIMCA	he:HAR
1.0000	0.3501	ce:LEM	ja:JAMA
1.0000	0.3499	ab:ARIMCA	fr:MUTAN
1.0000	0.3493	ady:KESHA	hy:SAR
1.0000	0.3491	mdf:PANTA	zh:SA1N
1.0000	0.3491	eu:MENTI	sjd:KANT
1.0000	0.3482	ba:TAY_TIKLEM	ce:LEM
1.0000	0.3480	ddo:MALI	is:BJATL
1.0000	0.3476	ab:ASGA	bua:GATA
1.0000	0.3471	ab:AIKYRKYANCA	lt:KALNES
1.0000	0.3470	dar:TYPYRA	mns:YR
1.0000	0.3462	ddo:HUN	el:BYNU
1.0000	0.3462	ab:ARIMCA	krl:BARA
1.0000	0.3461	id:KYNYN	sms:KYUDES
1.0000	0.3461	id:KYNYN	itl:NEJNE
1.0000	0.3460	ce:LEM	sjd:TERM
1.0000	0.3451	dar:TYPYRA	nio:PERY
1.0000	0.3440	ddo:HUN	gld:GYREN
1.0000	0.3424	ab:ASGA	no:US
1.0000	0.3421	ab:ARIMCA	fi:WYURI
1.0000	0.3395	ddo:HUN	ykg:ANA
1.0000	0.3389	ab:ASGA	os:GUG
1.0000	0.3387	ddo:HUN	pt:MUTENE
1.0000	0.3386	fa:KYH	id:KYNYN
1.0000	0.3384	no:US	zh:SA1N
1.0000	0.3381	ab:ARIMCA	sk:HURA
1.0000	0.3380	ady:KESHA	pl:KYRA
1.0000	0.3379	ddo:HUN	yrk:GUJ
1.0000	0.3371	ddo:HUN	sk:HURA
1.0000	0.3368	dar:TYPYRA	sk:HURA
1.0000	0.3361	dar:TYPYRA	fa:TEPE
1.0000	0.3357	ab:ASGA	hy:SAR
1.0000	0.3336	ket:KAHJ	nio:TIKE
1.0000	0.3334	ab:AIKYRKYANCA	kv:KERA
1.0000	0.3327	ket:KAHJ	sjd:KANT
1.0000	0.3327	dar:TYPYRA	hi:PAHAR
1.0000	0.3317	cy:MENID	ddo:MALI
1.0000	0.3307	en:MAYNTIN	id:KYNYN
1.0000	0.3301	eu:MENTI	liv:MEK
1.0000	0.3294	ady:KESHA	ru:KURA
1.0000	0.3286	ce:LEM	sel:MAKA
1.0000	0.3276	ab:AIKYRKYANCA	ykg:ANA
1.0000	0.3274	el:BYNU	id:KYNYN
1.0000	0.3267	ce:LEM	xal:YLE
1.0000	0.3261	ddo:MALI	en:MAYNTIN
1.0000	0.3249	ddo:HUN	fr:MUTAN
1.0000	0.3213	ckt:NHEGNE	ddo:HUN
1.0000	0.3209	ab:AIKYRKYANCA	udm:KYRES
1.0000	0.3208	ce:LEM	fr:MU
1.0000	0.3207	ba:TAYDAR	dar:TYPYRA
1.0000	0.3181	dar:TYPYRA	krl:TYKY
1.0000	0.3180	ab:AIKYRKYANCA	ru:KURA
1.0000	0.3175	ab:AIKYRKYANCA	gld:GYREN
1.0000	0.3142	ab:ARIMCA	ka:MTA
1.0000	0.3122	eu:MENTI	pt:MUTE
1.0000	0.3103	ddo:MALI	ja:JAMA
1.0000	0.3064	ddo:MALI	vep:MEKI
1.0000	0.3030	ab:ARIMCA	se:BARI
1.0000	0.3020	ab:ARIMCA	sel:MAKA
1.0000	0.3016	ddo:MALI	krl:MEKI
1.0000	0.3010	ddo:MALI	fi:MEKI
1.0000	0.2999	ket:KAHJ	pl:KYRA
1.0000	0.2995	dar:TYPYRA	pl:KYRA
1.0000	0.2967	ab:ASGA	sjd:PASK
1.0000	0.2960	ady:KESHA	sms:KYUDES
1.0000	0.2945	ddo:MALI	et:MEKI
1.0000	0.2931	ab:AIKYRKYANCA	id:KYNYN
1.0000	0.2910	ab:AIKYRKYANCA	mhr:KYREK
1.0000	0.2881	ddo:HUN	it:MUNTE
1.0000	0.2879	ykg:ANA	zh:SA1N
1.0000	0.2877	ddo:HUN	es:MUNTE
1.0000	0.2863	ket:KAHJ	ru:KURA
1.0000	0.2851	ady:KESHA	nio:TIKE
1.0000	0.2850	ket:KAHJ	kv:KERA
1.0000	0.2848	ab:AIKYRKYANCA	pl:KYRA
1.0000	0.2788	ady:KESHA	udm:KYRES
1.0000	0.2784	ce:LEM	hy:LER
1.0000	0.2782	eu:MENTI	ka:MTA
1.0000	0.2763	fa:KYH	ket:KAHJ
1.0000	0.2751	ady:KESHA	fa:KYH
1.0000	0.2546	ain:NYPYRI	dar:TYPYRA
1.0000	0.2514	eu:MENTI	krl:MEKI
1.0000	0.2511	ddo:MALI	sel:MAKA
1.0000	0.2510	eu:MENTI	vep:MEKI
1.0000	0.2472	eu:MENTI	it:MUNTE
1.0000	0.2454	hy:SAR	zh:SA1N
1.0000	0.2443	eu:MENTI	fi:MEKI
1.0000	0.2438	et:MEKI	eu:MENTI
1.0000	0.2381	es:MUNTE	eu:MENTI
1.0000	0.2343	ady:KESHA	kv:KERA
1.0000	0.2038	cy:MENID	eu:MENTI
1.0000	0.1865	en:MAYNTIN	eu:MENTI
1.0000	0.1144	ddo:MALI	sq:MAL
